户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
1室1厅,中楼层/共16层,60.76平米,平层/简装,219.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年10月05日
                                                                            ","普通住宅
                                                                            ",36044
2室1厅,低楼层/共22层,74.29平米,平层/精装,249.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年10月05日
                                                                            ","普通住宅
                                                                            ",33518
2室1厅,高楼层/共6层,94.17平米,平层/其他,500.0,泰河园三里,亦庄开发区,房屋朝向,,"2023年10月13日
                                                                            ","普通住宅
                                                                            ",53096
2室1厅,中楼层/共21层,83.96平米,平层/精装,450.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年10月04日
                                                                            ","普通住宅
                                                                            ",53597
2室2厅,高楼层/共24层,91.78平米,平层/精装,668.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年10月06日
                                                                            ","普通住宅
                                                                            ",72783
2室1厅,高楼层/共6层,97.32平米,平层/精装,610.0,新康家园,亦庄开发区,房屋朝向,,"2023年10月05日
                                                                            ","普通住宅
                                                                            ",62680
2室1厅,底层/共5层,86.89平米,平层/精装,528.0,天宝家园,亦庄开发区,房屋朝向,,"2023年10月06日
                                                                            ","普通住宅
                                                                            ",60767
3室2厅,中楼层/共5层,159.89平米,错层/简装,900.0,星岛假日,亦庄开发区,房屋朝向,,"2023年10月07日
                                                                            ","普通住宅
                                                                            ",56289
2室1厅,高楼层/共22层,74.29平米,平层/精装,235.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月30日
                                                                            ","普通住宅
                                                                            ",31633
3室2厅,低楼层/共12层,130.17平米,平层/精装,830.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年10月03日
                                                                            ","普通住宅
                                                                            ",63763
2室2厅,中楼层/共5层,93.36平米,平层/其他,725.0,郁金香舍,亦庄开发区,房屋朝向,,"2023年10月08日
                                                                            ","普通住宅
                                                                            ",77657
3室1厅,中楼层/共10层,134.92平米,平层/简装,899.0,悦廷,亦庄开发区,房屋朝向,配备电梯,"2023年10月14日
                                                                            ","普通住宅
                                                                            ",66633
3室1厅,中楼层/共17层,123.52平米,平层/精装,830.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年09月28日
                                                                            ","普通住宅
                                                                            ",67196
1室1厅,低楼层/共6层,54.66平米,平层/毛坯,335.0,贵园南里丁区,亦庄开发区,房屋朝向,,"2023年09月24日
                                                                            ","普通住宅
                                                                            ",61288
2室1厅,顶层/共6层,90.83平米,平层/其他,480.0,老管委会宿舍,亦庄开发区,房屋朝向,,"2023年09月27日
                                                                            ","普通住宅
                                                                            ",52846
1室1厅,高楼层/共11层,59.6平米,平层/简装,345.0,泰河园一里一区,亦庄开发区,房屋朝向,配备电梯,"2023年09月23日
                                                                            ","普通住宅
                                                                            ",57886
2室1厅,底层/共6层,93.33平米,平层/简装,530.0,泰河园三里,亦庄开发区,房屋朝向,,"2023年09月26日
                                                                            ","普通住宅
                                                                            ",56788
2室2厅,高楼层/共17层,91.21平米,平层/精装,720.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",78939
4室2厅,中楼层/共31层,282.74平米,平层/其他,2340.0,国锐金嵿,亦庄开发区,房屋朝向,配备电梯,"2023年09月28日
                                                                            ","普通住宅
                                                                            ",82762
3室2厅,低楼层/共17层,133.31平米,平层/精装,620.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年09月24日
                                                                            ","普通住宅
                                                                            ",46509
2室2厅,底层/共5层,87.82平米,平层/精装,460.0,贵园南里甲区,亦庄开发区,房屋朝向,,"2023年09月22日
                                                                            ","普通住宅
                                                                            ",52380
1室1厅,低楼层/共18层,54.71平米,平层/简装,358.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年09月28日
                                                                            ","普通住宅
                                                                            ",65436
1室0厅,中楼层/共14层,31.32平米,平层/简装,285.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",90997
2室1厅,高楼层/共15层,109.85平米,平层/精装,680.0,鹿鸣苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月27日
                                                                            ","普通住宅
                                                                            ",61903
1室1厅,低楼层/共22层,60.29平米,平层/简装,215.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月25日
                                                                            ","普通住宅
                                                                            ",35661
1室1厅,高楼层/共11层,69.67平米,平层/简装,383.0,泰河园一里一区,亦庄开发区,房屋朝向,配备电梯,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",54974
3室2厅,顶层/共11层,137.37平米,平层/精装,750.0,卡尔生活馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月23日
                                                                            ","普通住宅
                                                                            ",54598
2室2厅,顶层/共11层,88.24平米,平层/其他,700.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年09月24日
                                                                            ","普通住宅
                                                                            ",79330
3室2厅,中楼层/共12层,141.84平米,平层/精装,1160.0,中海北京世家,亦庄开发区,房屋朝向,配备电梯,"2023年09月26日
                                                                            ","普通住宅
                                                                            ",81783
2室1厅,底层/共7层,124.43平米,平层/简装,630.0,中芯花园,亦庄开发区,房屋朝向,配备电梯,"2023年09月22日
                                                                            ","普通住宅
                                                                            ",50631
3室1厅,低楼层/共11层,120.3平米,平层/其他,688.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",57191
2室1厅,顶层/共5层,91.39平米,平层/其他,575.0,新康家园,亦庄开发区,房屋朝向,,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",62918
2室2厅,底层/共4层,70.93平米,平层/精装,465.0,梅园小区,亦庄开发区,房屋朝向,,"2023年09月24日
                                                                            ","普通住宅
                                                                            ",65558
2室2厅,低楼层/共11层,109.93平米,平层/精装,679.0,春华屋,亦庄开发区,房屋朝向,配备电梯,"2023年09月23日
                                                                            ","普通住宅
                                                                            ",61767
2室1厅,中楼层/共22层,74.29平米,平层/简装,270.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年10月14日
                                                                            ","普通住宅
                                                                            ",36345
1室1厅,高楼层/共22层,60.83平米,平层/简装,213.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月20日
                                                                            ","普通住宅
                                                                            ",35016
2室2厅,低楼层/共17层,91.21平米,平层/精装,680.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",74554
3室2厅,低楼层/共9层,171.18平米,平层/其他,936.0,莱茵河畔,亦庄开发区,房屋朝向,配备电梯,"2023年11月01日
                                                                            ","普通住宅
                                                                            ",54680
1室1厅,中楼层/共15层,47.17平米,平层/精装,350.0,鹿鸣苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月23日
                                                                            ","普通住宅
                                                                            ",74200
3室2厅,顶层/共5层,102.13平米,平层/精装,475.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年09月22日
                                                                            ","普通住宅
                                                                            ",46510
3室1厅,低楼层/共27层,94.39平米,平层/精装,670.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年09月18日
                                                                            ","普通住宅
                                                                            ",70983
2室1厅,中楼层/共22层,74.76平米,平层/精装,289.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月18日
                                                                            ","普通住宅
                                                                            ",38658
3室2厅,低楼层/共16层,168.77平米,平层/简装,950.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年10月07日
                                                                            ","普通住宅
                                                                            ",56290
2室1厅,中楼层/共9层,49.37平米,平层/简装,436.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年09月20日
                                                                            ","普通住宅
                                                                            ",88313
3室2厅,中楼层/共5层,159.34平米,错层/简装,905.0,星岛假日,亦庄开发区,房屋朝向,,"2023年10月06日
                                                                            ","普通住宅
                                                                            ",56797
3室2厅,中楼层/共12层,177.65平米,平层/精装,750.0,金泰公寓,亦庄开发区,房屋朝向,配备电梯,"2023年09月30日
                                                                            ","普通住宅
                                                                            ",42218
2室1厅,高楼层/共14层,77.34平米,平层/精装,488.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",63099
3室2厅,中楼层/共7层,103.5平米,平层/简装,515.0,贵园东里,亦庄开发区,房屋朝向,,"2023年09月18日
                                                                            ","普通住宅
                                                                            ",49759
2室2厅,中楼层/共9层,92.47平米,平层/简装,638.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月13日
                                                                            ","普通住宅
                                                                            ",68996
1室1厅,高楼层/共16层,61.74平米,平层/简装,235.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",38063
2室1厅,顶层/共22层,72.74平米,平层/简装,280.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",38494
1室1厅,顶层/共11层,72.97平米,平层/精装,320.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",43854
3室2厅,顶层/共6层,142.64平米,平层/精装,800.0,秋盛居,亦庄开发区,房屋朝向,,"2023年09月16日
                                                                            ","普通住宅
                                                                            ",56086
3室1厅,顶层/共6层,101.56平米,平层/精装,510.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",50217
1室1厅,低楼层/共17层,48.72平米,平层/精装,305.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年09月18日
                                                                            ","普通住宅
                                                                            ",62603
2室1厅,顶层/共22层,77.52平米,平层/精装,287.0,棠颂雅苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",37023
2室1厅,中楼层/共18层,86.78平米,平层/其他,590.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年09月16日
                                                                            ","普通住宅
                                                                            ",67989
2室1厅,高楼层/共22层,74.35平米,平层/精装,315.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月14日
                                                                            ","普通住宅
                                                                            ",42368
2室1厅,高楼层/共22层,72.74平米,平层/简装,248.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月25日
                                                                            ","普通住宅
                                                                            ",34095
2室1厅,低楼层/共6层,76.79平米,平层/简装,450.0,梅园小区,亦庄开发区,房屋朝向,,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",58602
3室1厅,高楼层/共18层,89.46平米,平层/精装,610.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年09月15日
                                                                            ","普通住宅
                                                                            ",68187
2室1厅,中楼层/共6层,93.04平米,平层/简装,550.0,瀛景园,亦庄开发区,房屋朝向,,"2023年09月13日
                                                                            ","普通住宅
                                                                            ",59115
1室1厅,高楼层/共16层,61.63平米,平层/精装,235.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年09月16日
                                                                            ","普通住宅
                                                                            ",38131
3室2厅,中楼层/共8层,167.92平米,平层/简装,860.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",51215
2室1厅,高楼层/共6层,92.74平米,平层/简装,535.0,瀛景园,亦庄开发区,房屋朝向,,"2023年09月13日
                                                                            ","普通住宅
                                                                            ",57689
1室1厅,低楼层/共22层,60.2平米,平层/其他,218.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",36213
2室1厅,高楼层/共6层,93.58平米,平层/简装,445.0,泰河园三里,亦庄开发区,房屋朝向,,"2023年09月11日
                                                                            ","普通住宅
                                                                            ",47553
2室1厅,中楼层/共11层,88.24平米,平层/精装,668.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年09月24日
                                                                            ","普通住宅
                                                                            ",75703
2室1厅,中楼层/共15层,89.77平米,平层/精装,540.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月14日
                                                                            ","普通住宅
                                                                            ",60154
3室2厅,中楼层/共25层,95.38平米,平层/精装,650.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年09月13日
                                                                            ","普通住宅
                                                                            ",68149
2室1厅,高楼层/共22层,74.29平米,平层/简装,253.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",34056
1室1厅,顶层/共11层,77.93平米,平层/精装,328.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年09月26日
                                                                            ","普通住宅
                                                                            ",42090
3室2厅,顶层/共11层,136.87平米,平层/精装,770.0,卡尔生活馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月11日
                                                                            ","普通住宅
                                                                            ",56258
2室1厅,高楼层/共22层,77.52平米,平层/其他,320.0,棠颂雅苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月10日
                                                                            ","普通住宅
                                                                            ",41280
1室0厅,中楼层/共9层,51.31平米,平层/精装,408.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年09月10日
                                                                            ","普通住宅
                                                                            ",79517
3室2厅,低楼层/共16层,90.97平米,平层/简装,400.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年09月10日
                                                                            ","普通住宅
                                                                            ",43971
2室2厅,低楼层/共12层,121.7平米,平层/简装,578.0,金泰公寓,亦庄开发区,房屋朝向,配备电梯,"2023年09月09日
                                                                            ","普通住宅
                                                                            ",47494
1室1厅,底层/共9层,48.64平米,平层/简装,450.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年09月12日
                                                                            ","普通住宅
                                                                            ",92517
2室1厅,中楼层/共22层,74.76平米,平层/精装,259.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月11日
                                                                            ","普通住宅
                                                                            ",34645
3室1厅,低楼层/共27层,112.15平米,平层/其他,798.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年10月20日
                                                                            ","普通住宅
                                                                            ",71155
2室1厅,底层/共6层,79.81平米,平层/简装,459.0,富源里,亦庄开发区,房屋朝向,,"2023年09月09日
                                                                            ","普通住宅
                                                                            ",57512
2室1厅,低楼层/共6层,76.79平米,平层/精装,450.0,梅园小区,亦庄开发区,房屋朝向,,"2023年09月11日
                                                                            ","普通住宅
                                                                            ",58602
2室1厅,低楼层/共17层,92.45平米,平层/精装,640.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年09月15日
                                                                            ","普通住宅
                                                                            ",69227
3室1厅,中楼层/共27层,94.53平米,平层/精装,699.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年09月08日
                                                                            ","普通住宅
                                                                            ",73945
3室1厅,中楼层/共18层,89.67平米,平层/精装,609.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年09月08日
                                                                            ","普通住宅
                                                                            ",67916
1室1厅,顶层/共18层,51.92平米,平层/简装,359.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年09月07日
                                                                            ","普通住宅
                                                                            ",69145
2室1厅,中楼层/共21层,72.17平米,平层/其他,390.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月25日
                                                                            ","普通住宅
                                                                            ",54040
1室1厅,底层/共11层,72.97平米,平层/简装,305.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年09月07日
                                                                            ","普通住宅
                                                                            ",41798
2室1厅,低楼层/共6层,74.14平米,平层/简装,445.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年09月09日
                                                                            ","普通住宅
                                                                            ",60022
2室1厅,顶层/共6层,59平米,平层/精装,335.0,贵园北里戊区,亦庄开发区,房屋朝向,,"2023年09月09日
                                                                            ","普通住宅
                                                                            ",56780
3室1厅,低楼层/共6层,100.21平米,平层/简装,540.0,贵园南里甲区,亦庄开发区,房屋朝向,,"2023年09月30日
                                                                            ","普通住宅
                                                                            ",53887
3室2厅,底层/共7层,128.47平米,平层/简装,698.0,新康家园,亦庄开发区,房屋朝向,,"2023年09月07日
                                                                            ","普通住宅
                                                                            ",54332
1室1厅,中楼层/共5层,52.25平米,平层/简装,336.0,贵园南里甲区,亦庄开发区,房屋朝向,,"2023年09月07日
                                                                            ","普通住宅
                                                                            ",64307
1室1厅,高楼层/共16层,61.74平米,平层/简装,268.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年09月08日
                                                                            ","普通住宅
                                                                            ",43408
2室2厅,顶层/共6层,72.39平米,平层/其他,465.0,广德苑,亦庄开发区,房屋朝向,,"2023年09月07日
                                                                            ","普通住宅
                                                                            ",64236
1室1厅,低楼层/共14层,70.31平米,平层/精装,428.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月05日
                                                                            ","普通住宅
                                                                            ",60874
1室1厅,低楼层/共10层,62.84平米,平层/简装,335.0,泰河园七里,亦庄开发区,房屋朝向,配备电梯,"2023年09月06日
                                                                            ","普通住宅
                                                                            ",53310
1室1厅,中楼层/共21层,60.93平米,平层/其他,339.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月05日
                                                                            ","普通住宅
                                                                            ",55638
2室1厅,中楼层/共15层,83.74平米,平层/其他,585.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年09月06日
                                                                            ","普通住宅
                                                                            ",69860
1室1厅,低楼层/共6层,51.35平米,平层/简装,338.0,贵园南里甲区,亦庄开发区,房屋朝向,,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",65823
4室2厅,中楼层/共5层,177.59平米,平层/精装,1085.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",61096
2室2厅,中楼层/共6层,76.47平米,平层/精装,445.0,富源里,亦庄开发区,房屋朝向,,"2023年09月06日
                                                                            ","普通住宅
                                                                            ",58193
1室1厅,低楼层/共22层,60.83平米,平层/精装,205.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年09月10日
                                                                            ","普通住宅
                                                                            ",33701
2室1厅,顶层/共10层,86.26平米,平层/精装,630.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",73036
2室1厅,中楼层/共7层,74.75平米,平层/其他,385.0,贵园东里,亦庄开发区,房屋朝向,,"2023年09月08日
                                                                            ","普通住宅
                                                                            ",51506
1室1厅,中楼层/共15层,47.17平米,平层/简装,370.0,鹿鸣苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",78440
1室1厅,高楼层/共6层,54.51平米,平层/简装,329.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",60356
3室2厅,顶层/共14层,113.11平米,平层/精装,860.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年09月12日
                                                                            ","普通住宅
                                                                            ",76033
2室2厅,高楼层/共6层,97.32平米,平层/精装,635.0,新康家园,亦庄开发区,房屋朝向,,"2023年09月10日
                                                                            ","普通住宅
                                                                            ",65249
4室2厅,中楼层/共5层,175.41平米,平层/简装,1060.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",60430
2室2厅,顶层/共15层,82.38平米,平层/精装,478.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",58024
2室1厅,中楼层/共6层,76.79平米,平层/精装,456.0,梅园小区,亦庄开发区,房屋朝向,,"2023年09月05日
                                                                            ","普通住宅
                                                                            ",59383
3室2厅,中楼层/共11层,132平米,平层/简装,900.0,悦廷,亦庄开发区,房屋朝向,配备电梯,"2023年09月07日
                                                                            ","普通住宅
                                                                            ",68182
2室1厅,中楼层/共9层,86.43平米,平层/简装,650.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年09月08日
                                                                            ","普通住宅
                                                                            ",75206
1室1厅,中楼层/共6层,51.27平米,平层/精装,310.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",60465
3室2厅,中楼层/共17层,128.3平米,平层/精装,630.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",49104
2室1厅,低楼层/共24层,92.7平米,平层/精装,700.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",75513
2室1厅,顶层/共16层,76.66平米,平层/简装,290.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年09月02日
                                                                            ","普通住宅
                                                                            ",37830
2室1厅,低楼层/共15层,88.96平米,平层/精装,549.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月23日
                                                                            ","普通住宅
                                                                            ",61714
2室2厅,底层/共5层,97.99平米,平层/其他,505.0,东晶国际,亦庄开发区,房屋朝向,,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",51536
3室1厅,中楼层/共11层,90.09平米,平层/其他,650.0,通泰国际公馆,亦庄开发区,房屋朝向,,"2023年09月06日
                                                                            ","普通住宅
                                                                            ",72151
1室1厅,高楼层/共15层,52.65平米,平层/简装,369.0,鹿鸣苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月03日
                                                                            ","普通住宅
                                                                            ",70086
2室2厅,低楼层/共15层,96.55平米,平层/简装,620.0,新康家园,亦庄开发区,房屋朝向,配备电梯,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",64216
2室2厅,顶层/共5层,99.83平米,平层/简装,509.0,东晶国际,亦庄开发区,房屋朝向,,"2023年08月31日
                                                                            ","普通住宅
                                                                            ",50987
1室1厅,高楼层/共22层,60.03平米,平层/精装,260.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月28日
                                                                            ","普通住宅
                                                                            ",43312
3室2厅,中楼层/共7层,103.41平米,平层/简装,528.0,贵园东里,亦庄开发区,房屋朝向,,"2023年09月01日
                                                                            ","普通住宅
                                                                            ",51059
2室2厅,高楼层/共15层,89.45平米,平层/精装,549.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月28日
                                                                            ","普通住宅
                                                                            ",61376
2室2厅,中楼层/共11层,88.24平米,平层/精装,680.0,亦园,亦庄开发区,房屋朝向,,"2023年08月30日
                                                                            ","普通住宅
                                                                            ",77063
2室2厅,底层/共8层,108.14平米,平层/简装,635.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年08月27日
                                                                            ","普通住宅
                                                                            ",58721
1室0厅,低楼层/共9层,55.74平米,平层/精装,399.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年08月27日
                                                                            ","普通住宅
                                                                            ",71583
1室1厅,中楼层/共11层,60.53平米,平层/简装,358.0,泰河园七里,亦庄开发区,房屋朝向,配备电梯,"2023年08月28日
                                                                            ","普通住宅
                                                                            ",59145
3室1厅,中楼层/共27层,94.58平米,平层/精装,698.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年08月27日
                                                                            ","普通住宅
                                                                            ",73800
3室1厅,中楼层/共18层,89.33平米,平层/其他,599.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年08月26日
                                                                            ","普通住宅
                                                                            ",67055
2室1厅,低楼层/共15层,88.86平米,平层/简装,480.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年09月26日
                                                                            ","普通住宅
                                                                            ",54018
2室1厅,高楼层/共6层,107.22平米,平层/精装,584.0,中国杂技团家属楼,亦庄开发区,房屋朝向,,"2023年08月31日
                                                                            ","普通住宅
                                                                            ",54468
3室2厅,中楼层/共14层,151.32平米,平层/精装,1188.0,中海墅,亦庄开发区,房屋朝向,配备电梯,"2023年08月25日
                                                                            ","普通住宅
                                                                            ",78510
1室1厅,中楼层/共6层,57.44平米,平层/简装,299.0,富源里,亦庄开发区,房屋朝向,,"2023年08月28日
                                                                            ","普通住宅
                                                                            ",52055
2室2厅,高楼层/共16层,76.04平米,平层/精装,378.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年08月24日
                                                                            ","普通住宅
                                                                            ",49711
1室1厅,中楼层/共14层,53.26平米,平层/其他,360.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月25日
                                                                            ","普通住宅
                                                                            ",67593
1室1厅,底层/共6层,50.32平米,平层/简装,350.0,瀛景园,亦庄开发区,房屋朝向,,"2023年09月28日
                                                                            ","普通住宅
                                                                            ",69555
2室1厅,中楼层/共22层,74.29平米,平层/其他,272.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月23日
                                                                            ","普通住宅
                                                                            ",36614
2室1厅,顶层/共15层,84.39平米,平层/精装,515.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年08月23日
                                                                            ","普通住宅
                                                                            ",61027
3室2厅,低楼层/共22层,89.28平米,平层/简装,425.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月25日
                                                                            ","普通住宅
                                                                            ",47604
1室0厅,中楼层/共9层,55.74平米,平层/精装,380.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年08月25日
                                                                            ","普通住宅
                                                                            ",68174
2室1厅,中楼层/共14层,77.34平米,平层/精装,475.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年08月27日
                                                                            ","普通住宅
                                                                            ",61418
1室1厅,顶层/共18层,36.87平米,平层/简装,299.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年08月23日
                                                                            ","普通住宅
                                                                            ",81096
1室1厅,高楼层/共16层,60.76平米,平层/毛坯,238.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年08月21日
                                                                            ","普通住宅
                                                                            ",39171
4室1厅,中楼层/共27层,144.52平米,平层/精装,1030.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年08月21日
                                                                            ","普通住宅
                                                                            ",71271
2室1厅,低楼层/共6层,101.96平米,平层/精装,520.0,新康家园,亦庄开发区,房屋朝向,,"2023年08月20日
                                                                            ","普通住宅
                                                                            ",51001
1室1厅,高楼层/共9层,43.09平米,平层/精装,360.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年09月10日
                                                                            ","普通住宅
                                                                            ",83547
2室1厅,中楼层/共22层,74.29平米,平层/精装,295.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月21日
                                                                            ","普通住宅
                                                                            ",39710
1室1厅,高楼层/共22层,60.83平米,平层/精装,239.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月31日
                                                                            ","普通住宅
                                                                            ",39290
2室2厅,中楼层/共9层,98.37平米,平层/精装,695.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年08月19日
                                                                            ","普通住宅
                                                                            ",70652
4室1厅,低楼层/共25层,117.52平米,平层/其他,850.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年08月27日
                                                                            ","普通住宅
                                                                            ",72329
2室1厅,中楼层/共11层,77.6平米,平层/其他,507.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年08月21日
                                                                            ","普通住宅
                                                                            ",65336
